ID_Pasajero;Sobrevivio;Clase;Nombre;Genero;EstadoCivil;Edad;Hermanos/Conyuge;Padres/Hijos;Tiquete;Tarifa;Puerto
884;0;2;Banfield, Mr. Frederick James;Masculino;4;28;0;0;C.A./SOTON 34068;10,50;S
885;0;3;Sutehall, Mr. Henry Jr;Masculino;3;25;0;0;SOTON/OQ 392076;7,05;S
886;0;3;Rice, Mrs. William (Margaret Norton);Femenino;1;39;0;5;382652;29,13;Q
887;0;2;Montvila, Rev. Juozas;Masculino;2;27;0;0;211536;13,00;S
888;1;1;Graham, Miss. Margaret Edith;Femenino;5;19;0;0;112053;30,00;S
889;0;3;"Johnston, Miss. Catherine Helen ""Carrie""";Femenino;4;25;1;2;W./C. 6607;23,45;S
890;1;1;Behr, Mr. Karl Howell;Masculino;3;26;0;0;111369;30,00;C
891;0;3;Dooley, Mr. Patrick;Masculino;2;32;0;0;370376;7,75;Q
892;0;3;Kelly, Mr. James;Masculino;5;35;0;0;330911;7,83;Q
893;1;3;Wilkes, Mrs. James (Ellen Needs);Femenino;2;47;1;0;363272;7,00;S
894;0;2;Myles, Mr. Thomas Francis;Masculino;2;62;0;0;240276;9,69;Q
895;0;3;Wirz, Mr. Albert;Masculino;4;27;0;0;315154;8,66;S
896;1;3;Hirvonen, Mrs. Alexander (Helga E Lindqvist);Femenino;1;22;1;1;3101298;12,29;S
897;0;3;Svensson, Mr. Johan Cervin;Masculino;1;14;0;0;7538;9,23;S
898;1;3;Connolly, Miss. Kate;Femenino;4;30;0;0;330972;7,63;Q
899;0;2;Caldwell, Mr. Albert Francis;Masculino;4;26;1;1;248738;29,00;S
900;1;3;Abrahim, Mrs. Joseph (Sophie Halaut Easu);Femenino;1;18;0;0;2657;7,23;C
901;0;3;Davies, Mr. John Samuel;Masculino;5;21;2;0;A/4 48871;24,15;S
902;0;3;Ilieff, Mr. Ylio;Masculino;1;15;0;0;349220;7,90;S
903;0;1;Jones, Mr. Charles Cresson;Masculino;1;46;0;0;694;26,00;S
904;1;1;Snyder, Mrs. John Pillsbury (Nelle Stevenson);Femenino;2;23;1;0;21228;82,27;S
905;0;2;Howard, Mr. Benjamin;Masculino;5;63;1;0;24065;26,00;S
906;1;1;Chaffee, Mrs. Herbert Fuller (Carrie Constance Toogood);Femenino;5;47;1;0;W.E.P. 5734;61,18;S
907;1;2;del Carlo, Mrs. Sebastiano (Argenia Genovesi);Femenino;5;24;1;0;SC/PARIS 2167;27,72;C
908;0;2;Keane, Mr. Daniel;Masculino;5;35;0;0;233734;12,35;Q
909;0;3;Assaf, Mr. Gerios;Masculino;4;21;0;0;2692;7,23;C
910;1;3;Ilmakangas, Miss. Ida Livija;Femenino;2;27;1;0;STON/O2. 3101270;7,93;S
911;1;3;"Assaf Khalil, Mrs. Mariana (Miriam"")""";Femenino;2;45;0;0;2696;7,23;C
912;0;1;Rothschild, Mr. Martin;Masculino;3;55;1;0;PC 17603;59,40;C
913;0;3;Olsen, Master. Artur Karl;Masculino;1;9;0;1;C 17368;3,17;S
914;1;1;Flegenheim, Mrs. Alfred (Antoinette);Femenino;4;30;0;0;PC 17598;31,68;S
915;0;1;Williams, Mr. Richard Norris II;Masculino;4;21;0;1;PC 17597;61,38;C
916;1;1;Ryerson, Mrs. Arthur Larned (Emily Maria Borie);Femenino;2;48;1;3;PC 17608;262,38;C
917;0;3;Robins, Mr. Alexander A;Masculino;1;50;1;0;A/5. 3337;14,50;S
918;1;1;Ostby, Miss. Helene Ragnhild;Femenino;5;22;0;1;113509;61,98;C
919;0;3;Daher, Mr. Shedid;Masculino;1;23;0;0;2698;7,23;C
920;0;1;Brady, Mr. John Bertram;Masculino;1;41;0;0;113054;30,50;S
921;0;3;Samaan, Mr. Elias;Masculino;3;26;2;0;2662;21,68;C
922;0;2;Louch, Mr. Charles Alexander;Masculino;1;50;1;0;SC/AH 3085;26,00;S
923;0;2;Jefferys, Mr. Clifford Thomas;Masculino;1;24;2;0;C.A. 31029;31,50;S
924;1;3;Dean, Mrs. Bertram (Eva Georgetta Light);Femenino;1;33;1;2;C.A. 2315;20,58;S
925;1;3;"Johnston, Mrs. Andrew G (Elizabeth Lily"" Watson)""";Femenino;1;29;1;2;W./C. 6607;23,45;S
926;0;1;Mock, Mr. Philipp Edmund;Masculino;5;30;1;0;13236;57,75;C
927;0;3;"Katavelas, Mr. Vassilios (Catavelas Vassilios"")""";Masculino;2;19;0;0;2682;7,23;C
928;1;3;Roth, Miss. Sarah A;Femenino;1;15;0;0;342712;8,05;S
929;1;3;Cacic, Miss. Manda;Femenino;2;21;0;0;315087;8,66;S
930;0;3;Sap, Mr. Julius;Masculino;2;25;0;0;345768;9,50;S
931;0;3;Hee, Mr. Ling;Masculino;5;22;0;0;1601;56,50;S
932;0;3;Karun, Mr. Franz;Masculino;1;39;0;1;349256;13,42;C
933;0;1;Franklin, Mr. Thomas Parham;Masculino;1;17;0;0;113778;26,55;S
934;0;3;Goldsmith, Mr. Nathan;Masculino;2;41;0;0;SOTON/O.Q. 3101263;7,85;S
935;1;2;Corbett, Mrs. Walter H (Irene Colvin);Femenino;1;30;0;0;237249;13,00;S
936;1;1;Kimball, Mrs. Edwin Nelson Jr (Gertrude Parsons);Femenino;1;45;1;0;11753;52,55;S
937;0;3;Peltomaki, Mr. Nikolai Johannes;Masculino;2;25;0;0;STON/O 2. 3101291;7,93;S
938;0;1;Chevre, Mr. Paul Romaine;Masculino;3;45;0;0;PC 17594;29,70;C
939;0;3;Shaughnessy, Mr. Patrick;Masculino;3;41;0;0;370374;7,75;Q
940;1;1;Bucknell, Mrs. William Robert (Emma Eliza Ward);Femenino;5;60;0;0;11813;76,29;C
941;1;3;"Coutts, Mrs. William (Winnie Minnie"" Treanor)""";Femenino;4;36;0;2;C.A. 37671;15,90;S
942;0;1;Smith, Mr. Lucien Philip;Masculino;3;24;1;0;13695;60,00;S
943;0;2;Pulbaum, Mr. Franz;Masculino;1;27;0;0;SC/PARIS 2168;15,03;C
944;1;2;"Hocking, Miss. Ellen Nellie""""";Femenino;2;20;2;1;29105;23,00;S
945;1;1;Fortune, Miss. Ethel Flora;Femenino;4;28;3;2;19950;263,00;S
946;0;2;Mangiavacchi, Mr. Serafino Emilio;Masculino;1;16;0;0;SC/A.3 2861;15,58;C
947;0;3;Rice, Master. Albert;Masculino;1;10;4;1;382652;29,13;Q
948;0;3;Cor, Mr. Bartol;Masculino;2;35;0;0;349230;7,90;S
949;0;3;Abelseth, Mr. Olaus Jorgensen;Masculino;5;25;0;0;348122;7,65;S
950;0;3;Davison, Mr. Thomas Henry;Masculino;2;28;1;0;386525;16,10;S
951;1;1;Chaudanson, Miss. Victorine;Femenino;5;36;0;0;PC 17608;262,38;C
952;0;3;Dika, Mr. Mirko;Masculino;1;17;0;0;349232;7,90;S
953;0;2;McCrae, Mr. Arthur Gordon;Masculino;4;32;0;0;237216;13,50;S
954;0;3;Bjorklund, Mr. Ernst Herbert;Masculino;1;18;0;0;347090;7,75;S
955;1;3;Bradley, Miss. Bridget Delia;Femenino;5;22;0;0;334914;7,73;Q
956;0;1;Ryerson, Master. John Borie;Masculino;1;13;2;2;PC 17608;262,38;C
957;1;2;Corey, Mrs. Percy C (Mary Phyllis Elizabeth Miller);Femenino;5;33;0;0;F.C.C. 13534;21,00;S
958;1;3;Burns, Miss. Mary Delia;Femenino;1;18;0;0;330963;7,88;Q
959;0;1;Moore, Mr. Clarence Bloomfield;Masculino;5;47;0;0;113796;42,40;S
960;0;1;Tucker, Mr. Gilbert Milligan Jr;Masculino;2;31;0;0;2543;28,54;C
961;1;1;Fortune, Mrs. Mark (Mary McDougald);Femenino;2;60;1;4;19950;263,00;S
962;1;3;Mulvihill, Miss. Bertha E;Femenino;5;24;0;0;382653;7,75;Q
963;0;3;Minkoff, Mr. Lazar;Masculino;5;21;0;0;349211;7,90;S
964;1;3;Nieminen, Miss. Manta Josefina;Femenino;2;29;0;0;3101297;7,93;S
965;0;1;Ovies y Rodriguez, Mr. Servando;Masculino;3;29;0;0;PC 17562;27,72;C
966;1;1;Geiger, Miss. Amalie;Femenino;3;35;0;0;113503;211,50;C
967;0;1;Keeping, Mr. Edwin;Masculino;1;33;0;0;113503;211,50;C
968;0;3;Miles, Mr. Frank;Masculino;4;29;0;0;359306;8,05;S
969;1;1;Cornell, Mrs. Robert Clifford (Malvina Helen Lamson);Femenino;4;55;2;0;11770;25,70;S
970;0;2;Aldworth, Mr. Charles Augustus;Masculino;4;30;0;0;248744;13,00;S
971;1;3;Doyle, Miss. Elizabeth;Femenino;2;24;0;0;368702;7,75;Q
972;0;3;Boulos, Master. Akar;Masculino;1;6;1;1;2678;15,25;C
973;0;1;Straus, Mr. Isidor;Masculino;1;67;1;0;PC 17483;221,78;S
974;0;1;Case, Mr. Howard Brown;Masculino;3;49;0;0;19924;26,00;S
975;0;3;Demetri, Mr. Marinko;Masculino;4;59;0;0;349238;7,90;S
976;0;2;Lamb, Mr. John Joseph;Masculino;2;40;0;0;240261;10,71;Q
977;0;3;Khalil, Mr. Betros;Masculino;2;27;1;0;2660;14,45;C
978;1;3;Barry, Miss. Julia;Femenino;2;27;0;0;330844;7,88;Q
979;1;3;Badman, Miss. Emily Louisa;Femenino;1;18;0;0;A/4 31416;8,05;S
980;1;3;O'Donoghue, Ms. Bridget;Femenino;2;44;0;0;364856;7,75;Q
981;0;2;Wells, Master. Ralph Lester;Masculino;1;2;1;1;29103;23,00;S
982;1;3;Dyker, Mrs. Adolf Fredrik (Anna Elisabeth Judith Andersson);Femenino;4;22;1;0;347072;13,90;S
983;0;3;Pedersen, Mr. Olaf;Masculino;5;26;0;0;345498;7,78;S
984;1;1;Davidson, Mrs. Thornton (Orian Hays);Femenino;3;27;1;2;F.C. 12750;52,00;S
985;0;3;Guest, Mr. Robert;Masculino;3;58;0;0;376563;8,05;S
986;0;1;Birnbaum, Mr. Jakob;Masculino;3;25;0;0;13905;26,00;C
987;0;3;Tenglin, Mr. Gunnar Isidor;Masculino;2;25;0;0;350033;7,80;S
988;1;1;Cavendish, Mrs. Tyrell William (Julia Florence Siegel);Femenino;1;76;1;0;19877;78,85;S
989;0;3;Makinen, Mr. Kalle Edvard;Masculino;3;29;0;0;STON/O 2. 3101268;7,93;S
990;1;3;Braf, Miss. Elin Ester Maria;Femenino;2;20;0;0;347471;7,85;S
991;0;3;Nancarrow, Mr. William Henry;Masculino;3;33;0;0;A./5. 3338;8,05;S
992;1;1;Stengel, Mrs. Charles Emil Henry (Annie May Morris);Femenino;3;43;1;0;11778;55,44;C
993;0;2;Weisz, Mr. Leopold;Masculino;1;27;1;0;228414;26,00;S
994;0;3;Foley, Mr. William;Masculino;2;24;0;0;365235;7,75;Q
995;0;3;Johansson Palmquist, Mr. Oskar Leander;Masculino;4;26;0;0;347070;7,78;S
996;1;3;"Thomas, Mrs. Alexander (Thamine Thelma"")""";Femenino;1;16;1;1;2625;8,52;C
997;0;3;Holthen, Mr. Johan Martin;Masculino;4;28;0;0;C 4001;22,53;S
998;0;3;Buckley, Mr. Daniel;Masculino;4;21;0;0;330920;7,82;Q
999;0;3;Ryan, Mr. Edward;Masculino;5;23;0;0;383162;7,75;Q
1000;0;3;"Willer, Mr. Aaron (Abi Weller"")""";Masculino;3;28;0;0;3410;8,71;S
1001;0;2;Swane, Mr. George;Masculino;4;19;0;0;248734;13,00;S
1002;0;2;Stanton, Mr. Samuel Ward;Masculino;2;41;0;0;237734;15,05;C
1003;1;3;Shine, Miss. Ellen Natalia;Femenino;2;52;0;0;330968;7,78;Q
1004;1;1;Evans, Miss. Edith Corse;Femenino;1;36;0;0;PC 17531;31,68;C
1005;1;3;Buckley, Miss. Katherine;Femenino;3;19;0;0;329944;7,28;Q
1006;1;1;Straus, Mrs. Isidor (Rosalie Ida Blun);Femenino;3;63;1;0;PC 17483;221,78;S
1007;0;3;Chronopoulos, Mr. Demetrios;Masculino;1;18;1;0;2680;14,45;C
1008;0;3;Thomas, Mr. John;Masculino;4;33;0;0;2681;6,44;C
1009;1;3;Sandstrom, Miss. Beatrice Irene;Femenino;1;1;1;1;PP 9549;16,70;S
1010;0;1;Beattie, Mr. Thomson;Masculino;1;36;0;0;13050;75,24;C
1011;1;2;Chapman, Mrs. John Henry (Sara Elizabeth Lawry);Femenino;4;29;1;0;SC/AH 29037;26,00;S
1012;1;2;Watt, Miss. Bertha J;Femenino;1;12;0;0;C.A. 33595;15,75;S
1013;0;3;Kiernan, Mr. John;Masculino;2;49;1;0;367227;7,75;Q
1014;1;1;Schabert, Mrs. Paul (Emma Mock);Femenino;1;35;1;0;13236;57,75;C
1015;0;3;Carver, Mr. Alfred John;Masculino;5;28;0;0;392095;7,25;S
1016;0;3;Kennedy, Mr. John;Masculino;4;54;0;0;368783;7,75;Q
1017;1;3;Cribb, Miss. Laura Alice;Femenino;1;17;0;1;371362;16,10;S
1018;0;3;Brobeck, Mr. Karl Rudolf;Masculino;4;22;0;0;350045;7,80;S
1019;1;3;McCoy, Miss. Alicia;Femenino;4;30;2;0;367226;23,25;Q
1020;0;2;Bowenur, Mr. Solomon;Masculino;2;42;0;0;211535;13,00;S
1021;0;3;Petersen, Mr. Marius;Masculino;2;24;0;0;342441;8,05;S
1022;0;3;Spinner, Mr. Henry John;Masculino;5;32;0;0;STON/OQ. 369943;8,05;S
1023;0;1;Gracie, Col. Archibald IV;Masculino;4;53;0;0;113780;28,50;C
1024;1;3;Lefebre, Mrs. Frank (Frances);Femenino;2;28;0;4;4133;25,47;S
1025;0;3;Thomas, Mr. Charles P;Masculino;1;13;1;0;2621;6,44;C
1026;0;3;Dintcheff, Mr. Valtcho;Masculino;2;43;0;0;349226;7,90;S
1027;0;3;Carlsson, Mr. Carl Robert;Masculino;2;24;0;0;350409;7,85;S
1028;0;3;Zakarian, Mr. Mapriededer;Masculino;4;27;0;0;2656;7,23;C
1029;0;2;Schmidt, Mr. August;Masculino;1;26;0;0;248659;13,00;S
1030;1;3;Drapkin, Miss. Jennie;Femenino;5;23;0;0;SOTON/OQ 392083;8,05;S
1031;0;3;Goodwin, Mr. Charles Frederick;Masculino;1;40;1;6;CA 2144;46,90;S
1032;1;3;Goodwin, Miss. Jessie Allis;Femenino;1;10;5;2;CA 2144;46,90;S
1033;1;1;Daniels, Miss. Sarah;Femenino;2;33;0;0;113781;151,55;S
1034;0;1;Ryerson, Mr. Arthur Larned;Masculino;3;61;1;3;PC 17608;262,38;C
1035;0;2;Beauchamp, Mr. Henry James;Masculino;2;28;0;0;244358;26,00;S
1036;0;1;"Lindeberg-Lind, Mr. Erik Gustaf (Mr Edward Lingrey"")""";Masculino;2;42;0;0;17475;26,55;S
1037;0;3;Vander Planke, Mr. Julius;Masculino;2;31;3;0;345763;18,00;S
1038;0;1;Hilliard, Mr. Herbert Henry;Masculino;4;23;0;0;17463;51,86;S
1039;0;3;Davies, Mr. Evan;Masculino;4;22;0;0;SC/A4 23568;8,05;S
1040;0;1;Crafton, Mr. John Bertram;Masculino;1;15;0;0;113791;26,55;S
1041;0;2;Lahtinen, Rev. William;Masculino;2;30;1;1;250651;26,00;S
1042;1;1;Earnshaw, Mrs. Boulton (Olive Potter);Femenino;3;23;0;1;11767;83,16;C
1043;0;3;Matinoff, Mr. Nicola;Masculino;3;22;0;0;349255;7,90;C
1044;0;3;Storey, Mr. Thomas;Masculino;2;61;0;0;3701;NA;S
1045;1;3;Klasen, Mrs. (Hulda Kristina Eugenia Lofqvist);Femenino;3;36;0;2;350405;12,18;S
1046;0;3;Asplund, Master. Filip Oscar;Masculino;1;13;4;2;347077;31,39;S
1047;0;3;Duquemin, Mr. Joseph;Masculino;3;24;0;0;S.O./P.P. 752;7,55;S
1048;1;1;Bird, Miss. Ellen;Femenino;1;29;0;0;PC 17483;221,78;S
1049;1;3;Lundin, Miss. Olga Elida;Femenino;2;23;0;0;347469;7,85;S
1050;0;1;Borebank, Mr. John James;Masculino;4;42;0;0;110489;26,55;S
1051;1;3;Peacock, Mrs. Benjamin (Edith Nile);Femenino;4;26;0;2;SOTON/O.Q. 3101315;13,78;S
1052;1;3;Smyth, Miss. Julia;Femenino;4;59;0;0;335432;7,73;Q
1053;0;3;Touma, Master. Georges Youssef;Masculino;1;7;1;1;2650;15,25;C
1054;1;2;Wright, Miss. Marion;Femenino;1;26;0;0;220844;13,50;S
1055;0;3;Pearce, Mr. Ernest;Masculino;2;46;0;0;343271;7,00;S
1056;0;2;Peruschitz, Rev. Joseph Maria;Masculino;1;41;0;0;237393;13,00;S
1057;1;3;Kink-Heilmann, Mrs. Anton (Luise Heilmann);Femenino;1;26;1;1;315153;22,03;S
1058;0;1;Brandeis, Mr. Emil;Masculino;5;48;0;0;PC 17591;50,50;C
1059;0;3;Ford, Mr. Edward Watson;Masculino;1;18;2;2;W./C. 6608;34,38;S
1060;1;1;Cassebeer, Mrs. Henry Arthur Jr (Eleanor Genevieve Fosdick);Femenino;2;27;0;0;17770;27,72;C
1061;1;3;Hellstrom, Miss. Hilda Maria;Femenino;2;22;0;0;7548;8,96;S
1062;0;3;Lithman, Mr. Simon;Masculino;4;31;0;0;S.O./P.P. 251;7,55;S
1063;0;3;Zakarian, Mr. Ortin;Masculino;2;27;0;0;2670;7,23;C
1064;0;3;Dyker, Mr. Adolf Fredrik;Masculino;5;23;1;0;347072;13,90;S
1065;0;3;Torfa, Mr. Assad;Masculino;2;48;0;0;2673;7,23;C
1066;0;3;Asplund, Mr. Carl Oscar Vilhelm Gustafsson;Masculino;4;40;1;5;347077;31,39;S
1067;1;2;Brown, Miss. Edith Eileen;Femenino;1;15;0;2;29750;39,00;S
1068;1;2;Sincock, Miss. Maude;Femenino;4;20;0;0;C.A. 33112;36,75;S
1069;0;1;Stengel, Mr. Charles Emil Henry;Masculino;5;54;1;0;11778;55,44;C
1070;1;2;Becker, Mrs. Allen Oliver (Nellie E Baumgardner);Femenino;4;36;0;3;230136;39,00;S
1071;1;1;Compton, Mrs. Alexander Taylor (Mary Eliza Ingersoll);Femenino;1;64;0;2;PC 17756;83,16;C
1072;0;2;McCrie, Mr. James Matthew;Masculino;4;30;0;0;233478;13,00;S
1073;0;1;Compton, Mr. Alexander Taylor Jr;Masculino;2;37;1;1;PC 17756;83,16;C
1074;1;1;Marvin, Mrs. Daniel Warner (Mary Graham Carmichael Farquarson);Femenino;1;18;1;0;113773;53,10;S
1075;0;3;Lane, Mr. Patrick;Masculino;1;33;0;0;7935;7,75;Q
1076;1;1;Douglas, Mrs. Frederick Charles (Mary Helene Baxter);Femenino;4;27;1;1;PC 17558;247,52;C
1077;0;2;Maybery, Mr. Frank Hubert;Masculino;4;40;0;0;239059;16,00;S
1078;1;2;Phillips, Miss. Alice Frances Louisa;Femenino;4;21;0;1;S.O./P.P. 2;21,00;S
1079;0;3;Davies, Mr. Joseph;Masculino;1;17;2;0;A/4 48873;8,05;S
1080;1;3;Sage, Miss. Ada;Femenino;1;14;8;2;CA. 2343;69,55;S
1081;0;2;Veal, Mr. James;Masculino;3;40;0;0;28221;13,00;S
1082;0;2;Angle, Mr. William A;Masculino;5;34;1;0;226875;26,00;S
1083;0;1;Salomon, Mr. Abraham L;Masculino;1;59;0;0;111163;26,00;S
1084;0;3;van Billiard, Master. Walter John;Masculino;1;12;1;1;A/5. 851;14,50;S
1085;0;2;Lingane, Mr. John;Masculino;1;61;0;0;235509;12,35;Q
1086;0;2;Drew, Master. Marshall Brines;Masculino;1;8;0;2;28220;32,50;S
1087;0;3;Karlsson, Mr. Julius Konrad Eugen;Masculino;2;33;0;0;347465;7,85;S
1088;0;1;Spedden, Master. Robert Douglas;Masculino;1;6;0;2;16966;134,50;C
1089;1;3;Nilsson, Miss. Berta Olivia;Femenino;1;18;0;0;347066;7,78;S
1090;0;2;Baimbrigge, Mr. Charles Robert;Masculino;4;23;0;0;C.A. 31030;10,50;S
1091;1;3;Rasmussen, Mrs. (Lena Jacobsen Solvang);Femenino;2;47;0;0;65305;8,11;S
1092;1;3;Murphy, Miss. Nora;Femenino;2;59;0;0;36568;15,50;Q
1093;0;3;Danbom, Master. Gilbert Sigvard Emanuel;Masculino;1;21;0;2;347080;14,40;S
1094;0;1;Astor, Col. John Jacob;Masculino;4;47;1;0;PC 17757;227,53;C
1095;1;2;Quick, Miss. Winifred Vera;Femenino;1;8;1;1;26360;26,00;S
1096;0;2;Andrew, Mr. Frank Thomas;Masculino;1;25;0;0;C.A. 34050;10,50;S
1097;0;1;Omont, Mr. Alfred Fernand;Masculino;1;18;0;0;F.C. 12998;25,74;C
1098;1;3;McGowan, Miss. Katherine;Femenino;1;35;0;0;9232;7,75;Q
1099;0;2;Collett, Mr. Sidney C Stuart;Masculino;1;24;0;0;28034;10,50;S
1100;1;1;Rosenbaum, Miss. Edith Louise;Femenino;2;33;0;0;PC 17613;27,72;C
1101;0;3;Delalic, Mr. Redjo;Masculino;5;25;0;0;349250;7,90;S
1102;0;3;Andersen, Mr. Albert Karvin;Masculino;2;32;0;0;C 4001;22,53;S
1103;0;3;Finoli, Mr. Luigi;Masculino;3;59;0;0;SOTON/O.Q. 3101308;7,05;S
1104;0;2;Deacon, Mr. Percy William;Masculino;1;17;0;0;S.O.C. 14879;73,50;S
1105;1;2;Howard, Mrs. Benjamin (Ellen Truelove Arman);Femenino;5;60;1;0;24065;26,00;S
1106;1;3;Andersson, Miss. Ida Augusta Margareta;Femenino;5;38;4;2;347091;7,78;S
1107;0;1;Head, Mr. Christopher;Masculino;2;42;0;0;113038;42,50;S
1108;1;3;Mahon, Miss. Bridget Delia;Femenino;4;37;0;0;330924;7,88;Q
1109;0;1;Wick, Mr. George Dennick;Masculino;1;57;1;1;36928;164,87;S
1110;1;1;Widener, Mrs. George Dunton (Eleanor Elkins);Femenino;3;50;1;1;113503;211,50;C
1111;0;3;Thomson, Mr. Alexander Morrison;Masculino;5;21;0;0;32302;8,05;S
1112;1;2;Duran y More, Miss. Florentina;Femenino;2;30;1;0;SC/PARIS 2148;13,86;C
1113;0;3;Reynolds, Mr. Harold J;Masculino;5;21;0;0;342684;8,05;S
1114;1;2;Cook, Mrs. (Selena Rogers);Femenino;5;22;0;0;W./C. 14266;10,50;S
1115;0;3;Karlsson, Mr. Einar Gervasius;Masculino;2;21;0;0;350053;7,80;S
1116;1;1;Candee, Mrs. Edward (Helen Churchill Hungerford);Femenino;5;53;0;0;PC 17606;27,45;C
1117;1;3;"Moubarek, Mrs. George (Omine Amenia"" Alexander)""";Femenino;3;59;0;2;2661;15,25;C
1118;0;3;Asplund, Mr. Johan Charles;Masculino;3;23;0;0;350054;7,80;S
1119;1;3;McNeill, Miss. Bridget;Femenino;1;36;0;0;370368;7,75;Q
1120;0;3;Everett, Mr. Thomas James;Masculino;5;41;0;0;C.A. 6212;15,10;S
1121;0;2;Hocking, Mr. Samuel James Metcalfe;Masculino;1;36;0;0;242963;13,00;S
1122;0;2;Sweet, Mr. George Frederick;Masculino;1;14;0;0;220845;65,00;S
1123;1;1;Willard, Miss. Constance;Femenino;2;21;0;0;113795;26,55;S
1124;0;3;Wiklund, Mr. Karl Johan;Masculino;2;21;1;0;3101266;6,50;S
1125;0;3;Linehan, Mr. Michael;Masculino;5;36;0;0;330971;7,88;Q
1126;0;1;Cumings, Mr. John Bradley;Masculino;3;39;1;0;PC 17599;71,28;C
1127;0;3;Vendel, Mr. Olof Edvin;Masculino;1;20;0;0;350416;7,85;S
1128;0;1;Warren, Mr. Frank Manley;Masculino;2;64;1;0;110813;75,25;C
1129;0;3;Baccos, Mr. Raffull;Masculino;4;20;0;0;2679;7,23;C
1130;1;2;Hiltunen, Miss. Marta;Femenino;1;18;1;1;250650;13,00;S
1131;1;1;Douglas, Mrs. Walter Donald (Mahala Dutton);Femenino;1;48;1;0;PC 17761;106,43;C
1132;1;1;Lindstrom, Mrs. Carl Johan (Sigrid Posse);Femenino;2;55;0;0;112377;27,72;C
1133;1;2;Christy, Mrs. (Alice Frances);Femenino;5;45;0;2;237789;30,00;S
1134;0;1;Spedden, Mr. Frederic Oakley;Masculino;4;45;1;1;16966;134,50;C
1135;0;3;Hyman, Mr. Abraham;Masculino;5;51;0;0;3470;7,89;S
1136;0;3;"Johnston, Master. William Arthur Willie""""";Masculino;5;54;1;2;W./C. 6607;23,45;S
1137;0;1;Kenyon, Mr. Frederick R;Masculino;2;41;1;0;17464;51,86;S
1138;1;2;Karnes, Mrs. J Frank (Claire Bennett);Femenino;4;22;0;0;F.C.C. 13534;21,00;S
1139;0;2;Drew, Mr. James Vivian;Masculino;4;42;1;1;28220;32,50;S
1140;1;2;Hold, Mrs. Stephen (Annie Margaret Hill);Femenino;4;29;1;0;26707;26,00;S
1141;1;3;"Khalil, Mrs. Betros (Zahie Maria"" Elias)""";Femenino;1;23;1;0;2660;14,45;C
1142;1;2;West, Miss. Barbara J;Femenino;1;1;1;2;C.A. 34651;27,75;S
1143;0;3;Abrahamsson, Mr. Abraham August Johannes;Masculino;4;20;0;0;SOTON/O2 3101284;7,93;S
1144;0;1;Clark, Mr. Walter Miller;Masculino;5;27;1;0;13508;136,78;C
1145;0;3;Salander, Mr. Karl Johan;Masculino;3;24;0;0;7266;9,33;S
1146;0;3;Wenzel, Mr. Linhart;Masculino;5;33;0;0;345775;9,50;S
1147;0;3;MacKay, Mr. George William;Masculino;1;17;0;0;C.A. 42795;7,55;S
1148;0;3;Mahon, Mr. John;Masculino;4;51;0;0;AQ/4 3130;7,75;Q
1149;0;3;Niklasson, Mr. Samuel;Masculino;1;28;0;0;363611;8,05;S
1150;1;2;Bentham, Miss. Lilian W;Femenino;1;19;0;0;28404;13,00;S
1151;0;3;Midtsjo, Mr. Karl Albert;Masculino;2;21;0;0;345501;7,78;S
1152;0;3;de Messemaeker, Mr. Guillaume Joseph;Masculino;2;37;1;0;345572;17,40;S
1153;0;3;Nilsson, Mr. August Ferdinand;Masculino;3;21;0;0;350410;7,85;S
1154;1;2;"Wells, Mrs. Arthur Henry (Addie"" Dart Trevaskis)""";Femenino;5;29;0;2;29103;23,00;S
1155;1;3;Klasen, Miss. Gertrud Emilia;Femenino;1;1;1;1;350405;12,18;S
1156;0;2;Portaluppi, Mr. Emilio Ilario Giuseppe;Masculino;3;30;0;0;C.A. 34644;12,74;C
1157;0;3;Lyntakoff, Mr. Stanko;Masculino;4;34;0;0;349235;7,90;S
1158;0;1;Chisholm, Mr. Roderick Robert Crispin;Masculino;5;52;0;0;112051;0,00;S
1159;0;3;Warren, Mr. Charles William;Masculino;1;15;0;0;C.A. 49867;7,55;S
1160;1;3;Howard, Miss. May Elizabeth;Femenino;2;31;0;0;A. 2. 39186;8,05;S
1161;0;3;Pokrnic, Mr. Mate;Masculino;1;17;0;0;315095;8,66;S
1162;0;1;McCaffry, Mr. Thomas Francis;Masculino;3;46;0;0;13050;75,24;C
1163;0;3;Fox, Mr. Patrick;Masculino;3;29;0;0;368573;7,75;Q
1164;1;1;Clark, Mrs. Walter Miller (Virginia McDowell);Femenino;4;26;1;0;13508;136,78;C
1165;1;3;Lennon, Miss. Mary;Femenino;1;61;1;0;370371;15,50;Q
1166;0;3;Saade, Mr. Jean Nassr;Masculino;5;54;0;0;2676;7,23;C
1167;1;2;Bryhl, Miss. Dagmar Jenny Ingeborg ;Femenino;2;20;1;0;236853;26,00;S
1168;0;2;Parker, Mr. Clifford Richard;Masculino;2;28;0;0;SC 14888;10,50;S
1169;0;2;Faunthorpe, Mr. Harry;Masculino;1;40;1;0;2926;26,00;S
1170;0;2;Ware, Mr. John James;Masculino;1;30;1;0;CA 31352;21,00;S
1171;0;2;Oxenham, Mr. Percy Thomas;Masculino;4;22;0;0;W./C. 14260;10,50;S
1172;1;3;Oreskovic, Miss. Jelka;Femenino;1;23;0;0;315085;8,66;S
